area_sqft,bhk,bathrooms,age,parking,lift,location_rating,floor,furnished,latitude,longitude,price_lakhs
2195,3,1,21,1,1,3,5,2,17.130250274208368,78.53534540542563,274.35
307,2,1,27,1,1,1,10,0,12.966609356842822,80.36347982559194,125.87
2761,1,1,10,1,1,5,15,1,12.963420805281936,80.43100022065391,288.7
3396,3,1,14,1,0,2,19,1,17.429555511515147,78.39929973599813,329.04
3108,3,2,15,1,1,4,14,2,18.84076485720295,73.00237713647475,688.45
2255,2,2,17,1,1,3,11,1,18.58214437946571,73.81201136242183,281.79
666,3,1,1,1,0,5,12,1,28.742947514957105,76.89476941021968,322.68
2811,4,3,31,1,1,4,2,0,26.94635232909815,75.85206054106278,247.52
2259,2,2,15,0,0,2,11,0,26.775447731929333,75.94913438724501,162.91
1829,3,1,12,1,1,3,17,0,28.68916288809504,77.01476150019658,390.41
540,2,2,5,1,1,3,15,1,27.189644379179885,75.54217693161951,123.42
413,2,2,26,1,1,5,17,2,22.565112313417895,88.43024199916792,145.37
1082,1,1,33,1,0,2,6,2,12.807109445907782,80.3956640105352,155.29
3744,3,1,33,1,0,5,11,2,22.451124985468137,88.52997519088034,311.17
2613,3,3,3,1,1,5,9,0,21.233821430576022,73.02417435403373,240.91
1827,1,1,6,1,1,1,12,1,22.795440492837773,72.78310242191114,146.7
1542,3,3,1,0,1,1,0,2,22.416048422569123,88.47126879160147,201.64
940,2,2,18,1,1,2,15,2,17.240339349356613,78.66952986450104,171.72
911,3,1,28,0,0,1,12,0,22.733538967647966,72.86902958463585,141.73
2892,4,4,20,1,0,5,16,1,22.9498768903208,72.43635052108759,289.03
3572,2,2,24,1,0,4,17,2,26.76089893009435,75.56098043627075,247.23
3107,1,1,33,1,1,3,3,0,22.319564686781668,88.26278146503458,208.62
1156,4,3,1,1,0,2,19,0,18.449473229072183,73.7158083559097,285.3
441,3,2,23,0,1,5,7,1,17.353987506741692,78.6823023903347,197.41
3990,2,2,30,0,1,5,8,0,27.099920196993597,75.48796332097571,251.74
903,2,2,32,1,0,3,6,2,22.343650863960594,88.35075666721646,147.18
3407,2,1,7,0,1,4,0,2,28.986497384158238,77.10588078250308,500.45
1770,5,4,8,0,1,5,13,0,12.861465498562001,77.68065953353045,466.55
774,5,3,32,0,1,2,2,1,18.36526423754001,73.88416306832009,281.04
3592,1,1,24,1,0,2,16,0,22.633241174073348,88.43920267836434,233.83
2043,2,2,34,1,0,2,5,2,22.601903587984495,88.58380413176506,187.65
577,2,2,18,1,0,1,17,0,28.959005799454964,77.12588633775738,214.63
1724,4,3,17,1,0,1,10,1,18.662809513977727,73.74345330609452,297.61
3958,2,2,16,1,1,2,18,0,17.67398952082323,78.29405114597137,315.94
2329,3,2,10,1,1,4,14,1,17.16356586695764,78.76066520100886,300.25
469,2,1,17,0,1,5,18,1,13.128293367988922,80.39290422310681,195.49
959,2,2,1,1,0,2,16,1,26.939935023249063,75.88569162267696,125.26
3547,1,1,31,0,0,2,6,1,18.90163626901652,73.17152917961417,526.95
1319,4,1,20,0,1,3,6,1,18.59873222516916,74.02344104520016,284.05
2439,3,1,27,1,0,3,13,1,23.29880042857701,72.48668745410654,223.9
1554,4,3,4,1,0,3,10,1,26.820018820777648,75.90208402268604,209.82
2415,3,3,16,0,1,2,15,0,23.024118809586913,72.4347840222537,206.58
2199,3,3,33,1,0,2,18,1,19.20077942503603,72.72724120585028,507.17
449,3,3,18,1,1,2,7,2,17.444324202825594,78.44839027695105,172.23
3538,2,2,2,0,1,1,19,1,12.914053581174377,77.49997720392074,420.47
1973,2,1,2,1,1,2,8,1,22.553262947091433,88.14812894560919,181.78
3250,3,2,3,0,1,1,9,0,28.85339705079874,77.11460654711395,456.52
3772,2,2,15,0,1,4,0,1,17.449499266271566,78.56365608124868,327.48
3832,3,1,1,0,0,4,5,0,18.54461755425491,73.66720371591292,423.79
2383,3,2,1,1,0,5,10,0,26.957683978013062,75.69051610163523,225.52
3661,2,1,34,1,1,1,3,0,22.97550027160035,72.6982250803876,226.38
1218,3,2,20,1,1,3,6,2,12.989130876535953,77.51186382090673,321.15
1431,3,2,19,1,0,2,12,2,22.566115349414922,88.35084194458655,190.41
581,3,1,6,1,1,5,7,1,17.60189363473992,78.58802404359123,209.07
3923,4,4,3,1,0,5,6,1,18.307177082068513,73.6754564068442,473.89
2350,4,3,10,0,1,4,17,1,28.72130080194168,77.22224780978829,491.92
904,5,1,32,1,0,5,3,2,28.50055460432272,76.93117179769746,436.04
1022,2,1,28,0,0,5,8,1,18.927531369615043,72.9709599948394,387.48
1978,2,2,26,1,1,3,1,0,17.602073158627363,78.56430745237716,214.14
1616,1,1,27,1,0,1,17,2,26.93938260454818,76.04549334439413,127.31
430,3,3,15,1,1,2,8,1,22.8493076072509,88.31724377222272,145.95
1487,3,2,17,1,1,5,18,1,21.401341264514617,72.56905174075752,203.36
3570,3,2,17,1,0,3,4,2,12.960083727816704,80.35884727748672,382.25
3404,2,2,24,0,0,2,11,2,22.57380945350846,88.662343122935,248.55
3200,4,1,21,0,1,3,3,2,13.248668819626644,77.4264839831454,489.74
667,2,2,8,0,1,1,18,2,19.104852630682945,72.86282318363719,302.69
2432,2,1,10,1,1,4,14,1,22.364952838137082,88.15399757789012,220.89
2939,3,1,17,1,0,1,7,1,18.61624119928595,74.15224810592147,327.17
1510,1,1,28,1,0,5,5,0,12.825242962591282,80.34937022038476,191.42
1615,2,2,14,0,0,5,2,2,22.766206587112023,72.57635909698296,183.22
3880,2,2,16,1,0,1,11,1,18.50448625361907,73.76298168208402,364.55
3747,2,2,25,0,0,2,5,1,12.811427383575355,77.79613824201012,432.22
1922,4,3,19,1,0,4,0,0,18.866118271197173,72.79202923801097,583.34
3593,4,2,28,1,1,2,8,2,13.303346701584985,80.55861813604548,412.2
467,4,4,6,0,0,1,12,2,28.452822901441944,77.01893118463587,297.76
2117,2,2,15,0,0,3,1,1,27.075876208636082,75.97965253037003,170.63
2905,3,3,13,1,1,2,9,1,26.722772678980416,76.00390005784668,225.34
2301,4,2,21,0,1,4,8,0,22.815869630716595,72.6359529555764,239.73
3039,2,2,33,0,0,5,0,0,22.63053538444507,88.61557983334961,240.18
1715,4,2,16,1,0,1,6,0,13.052453486702719,80.33766212612736,284.26
3962,2,2,18,1,1,3,15,2,17.320571687605366,78.2958249682867,351.15
1231,2,1,33,1,1,1,8,1,26.621444755549085,75.67660554106598,127.92
3256,2,1,18,0,0,2,2,0,28.774490913004968,77.19273086549839,435.27
2597,1,1,32,1,1,4,8,1,26.819207015233886,75.85537627671305,172.71
3137,2,1,14,1,0,4,5,0,23.153425310562827,72.35602683087703,243.14
3469,2,1,4,1,1,3,6,2,26.847650260743794,75.51071984479759,242.5
1614,2,2,20,1,1,2,17,0,28.469516325002626,76.87725582801248,316.94
2431,5,3,5,1,1,2,15,0,19.05594907169727,73.11032932368735,677.15
2967,3,2,25,0,0,2,15,0,26.99902876847113,75.85819053831243,213.53
2709,2,1,17,1,1,3,19,1,19.125881478475595,72.99999320064056,556.64
963,1,1,11,1,0,5,16,2,26.789417793698064,75.82550814590209,127.3
1406,2,2,24,1,0,1,17,2,23.096421951264343,72.85956592850161,153.45
2153,4,4,13,1,0,1,14,2,12.78469689531177,77.73617171357309,395.35
1786,3,1,12,1,1,4,12,1,12.673430284297234,77.51223874604538,364.37
3561,3,3,3,0,0,4,12,0,21.239206818135482,72.77802489966902,275.05
1962,5,3,11,1,0,3,3,0,13.108401140609503,77.69902417929254,434.5
2939,2,1,2,1,1,3,2,2,13.310248867909662,79.98159732986512,313.12
2958,4,4,6,1,0,5,2,2,18.741128137106852,74.1039563037156,423.07
1467,3,3,22,1,1,3,14,1,21.043581348693184,72.56334920344672,182.01
2262,4,4,16,1,0,2,16,2,18.416158367540387,73.59487558365474,348.31
582,5,5,26,0,0,2,12,2,17.61679933373763,78.73230122339149,246.92
2529,2,1,26,1,1,5,9,2,17.31133623891482,78.64524168493645,286.93
3101,3,3,27,1,0,4,1,2,28.85732817151293,76.83242912920475,513.31
649,3,3,22,0,1,1,13,0,21.200238778876944,73.01803113353807,130.23
1086,4,4,7,0,1,2,1,2,22.96168590827598,72.85485120378476,187.93
1414,2,2,12,1,0,2,1,2,19.20981506196242,73.05917109281538,364.87
1158,2,2,18,1,1,2,3,1,26.62593619087207,75.77723909419159,130.47
3335,4,4,24,0,0,5,7,2,22.85258712968531,88.5980719727755,329.79
1743,5,5,12,0,1,4,5,0,19.123658408388142,73.15688718663557,633.65
3116,2,2,6,1,1,1,17,1,21.3257913529751,73.12576855042556,215.45
1648,3,3,20,1,1,3,19,2,13.096465920529315,77.46808096856392,345.0
1732,4,1,16,1,1,5,14,2,13.098185974709832,80.53149687580293,342.76
1656,2,1,9,1,1,4,18,1,22.878921332115585,72.59314471257633,184.05
1350,3,1,18,1,0,2,9,0,26.694038640032694,75.69518514306539,155.71
3655,1,1,34,0,0,4,12,1,12.876950011265397,80.41863531806771,328.02
1301,2,2,31,0,0,4,17,1,28.948262736328516,77.04900542794783,308.29
3791,2,2,2,1,0,4,17,0,21.20242826270087,72.85895093990621,260.3
3199,3,1,29,1,1,2,18,1,22.879094062648026,72.47765513394585,256.72
2287,3,1,7,1,1,2,7,0,13.153838301381153,80.33753554740217,295.65
637,3,2,15,0,1,1,18,1,12.782463423670736,77.41370519539633,234.32
3723,4,4,10,0,1,5,2,0,13.00753525315094,80.15305655669059,451.61
1307,1,1,13,1,0,5,15,1,28.895252538924794,77.05054807191559,274.36
1560,3,1,17,1,1,5,3,2,17.490869644767432,78.58558868691324,271.24
608,3,2,18,1,1,2,17,2,12.965422049142074,80.14722510741943,202.46
461,5,1,23,1,0,1,14,1,23.29622058962577,72.56498106995542,194.06
2257,2,2,34,1,0,5,8,0,18.677685283738928,74.0131548704372,289.12
2300,2,2,11,0,0,1,17,0,28.994917643000456,77.02222734046006,345.63
2024,3,3,17,1,1,2,14,2,13.19869324258955,77.36517216014323,357.44
3850,1,1,12,0,0,2,19,2,23.05770149369461,72.40048445846058,244.09
1842,4,4,3,1,1,4,3,1,13.041807598701192,80.03252259976615,335.05
3721,2,2,6,1,1,2,10,0,17.38424701350686,78.69355628000908,313.5
3859,3,3,4,1,1,3,1,1,17.415152366400125,78.59496857551513,361.54
3547,3,1,34,1,1,5,0,2,28.47866153964655,77.12396350481215,549.27
1753,2,1,26,1,1,4,15,1,17.17783239016112,78.3286149494111,221.77
3825,1,1,33,0,1,5,11,0,19.071834382044774,72.66637557070332,627.51
835,2,2,13,1,1,5,8,0,12.881764062718931,80.42931473680557,199.27
2182,1,1,31,1,0,3,11,0,18.60586525731285,73.97927031535716,231.22
3820,4,1,34,1,0,5,18,0,12.685323873243094,77.37946019331946,558.55
2574,4,4,5,0,1,1,13,1,28.417471172028836,77.33262144043923,470.9
3035,2,2,31,1,1,5,16,1,13.207673810596308,77.72415071577426,428.81
3326,2,2,22,0,0,5,12,2,18.28038333515319,73.9623238311221,363.16
2300,3,1,18,1,1,4,1,1,22.59945207995439,88.41289075459491,247.65
3500,4,4,24,1,1,5,15,1,13.063126044451446,77.8168467125492,540.5
454,3,3,9,0,1,5,13,2,17.42284306854565,78.60702662279282,208.87
3547,2,2,34,1,0,3,13,0,26.911287184859134,75.97648502205053,226.52
2878,2,2,25,1,1,2,11,1,19.018156783595526,73.1455517118573,500.78
929,1,1,10,0,1,4,9,0,22.747231901752908,88.16127239456334,126.88
507,2,2,21,0,1,5,19,0,19.070232834923964,72.8523840005429,324.52
522,3,2,30,1,0,4,5,2,28.96491168779383,77.19836581387717,305.66
1897,4,3,6,1,0,4,9,0,20.87768378099075,72.77454339303743,224.24
1761,2,2,31,1,1,5,11,1,12.885973379514787,77.70150951848001,335.65
3122,3,1,24,1,0,3,2,2,27.074112881716722,75.6126605142574,240.92
675,2,2,31,0,1,4,7,0,28.427850906917914,77.00299451807943,244.45
3403,2,2,18,0,0,3,13,1,23.2957993235902,72.66685328017459,244.65
852,5,1,3,1,0,2,16,0,17.534272516854756,78.2569996377109,277.89
3540,4,4,29,1,1,3,18,0,23.252938935688785,72.47089265209777,306.78
2816,2,1,14,1,1,2,0,1,12.908871743006465,80.26013390294573,299.15
857,5,3,32,1,0,1,4,1,28.59226157126756,77.23011150743066,377.14
445,3,3,32,1,0,2,9,1,17.188354525741612,78.37392917905649,161.17
964,3,1,4,0,0,1,7,1,21.323155618998342,72.76084010381562,143.65
1003,3,3,18,0,1,3,15,0,21.416412860360648,72.80731520533507,158.67
3498,2,2,34,1,1,1,0,1,18.766625490759804,73.63372330874634,317.68
3094,1,1,21,0,1,1,12,0,22.412332908965485,88.51059893103462,208.46
1844,2,2,13,0,1,3,14,1,22.33479119208871,88.37683792055815,187.68
872,2,2,23,1,1,2,12,0,18.620235727793037,73.64466792306948,190.07
1991,2,2,17,1,1,4,19,2,21.111397416088327,72.55582397822083,192.02
1400,5,4,9,1,1,2,11,0,13.261278181675003,77.67152962646186,402.72
580,3,1,20,1,1,5,12,2,17.35460963131503,78.52329017695877,215.18
3487,2,1,15,0,1,3,11,2,12.689805519995943,77.3008205725368,432.51
2317,4,4,26,0,1,4,6,2,26.773378349684684,75.64542803995182,241.77
3629,4,4,11,1,1,3,7,2,28.596891572617515,77.19075553379993,578.37
1101,2,1,8,1,0,5,17,1,18.783444283656497,72.71362963430488,408.46
3478,2,2,31,1,1,5,10,0,13.351451476030249,80.09250559553877,345.19
702,2,2,4,1,1,2,4,1,26.739652795471482,75.99878300834825,123.51
906,1,1,22,1,0,3,0,2,18.34924264508058,73.90874594205735,164.87
597,3,3,26,1,1,4,19,0,12.680325967210312,77.71029018680346,274.96
3244,3,3,24,1,1,5,9,1,21.104479990343375,72.55773860153245,270.22
2417,2,2,20,1,0,3,5,2,22.319326362135833,88.43667709185384,214.89
2722,3,1,21,1,1,2,11,0,28.598406969529705,77.31474943716863,448.45
2375,2,2,32,1,0,4,9,0,19.071744097094378,73.0830616090427,520.01
368,4,2,15,1,1,3,5,0,28.821248886872684,77.30943059692929,301.92
2194,3,2,32,1,1,5,12,0,13.050473120729825,77.48433604075008,394.94
3564,3,3,1,1,0,5,5,2,23.209617976078945,72.70636429859115,303.73
3414,3,1,7,1,0,2,13,2,27.1568031140129,75.6360365075214,248.76
1268,3,3,25,1,1,4,19,1,18.80571281206716,74.0208751523058,271.55
1233,3,1,7,1,0,1,4,2,13.159700898337514,80.34817208320084,234.19
2548,2,2,26,1,1,1,5,0,13.235952523813632,77.42805511319366,303.04
1727,2,1,18,1,1,4,4,0,12.727217211353615,77.69265997349098,302.14
3185,3,3,29,0,1,3,6,0,19.073403576317894,72.64320324308586,641.53
3113,3,3,15,1,1,3,5,0,22.280250645346516,88.3265010446789,270.85
3005,3,3,31,0,1,3,17,0,21.260814969852092,72.96807192942606,238.37
1978,4,3,34,1,1,5,5,0,13.07608382600731,77.86403918000109,416.23
741,2,1,24,0,1,1,1,1,28.617950631021355,76.94441707756344,218.28
2413,1,1,13,0,1,5,3,1,13.039423814138399,77.49886540692403,321.65
1707,2,2,7,0,1,3,18,1,28.65197085822909,77.01073640813452,341.73
2201,2,1,22,1,1,2,5,2,13.148581245631279,80.49660622705626,264.16
2023,3,2,33,1,1,2,2,0,18.441571055860496,73.5966553899142,287.54
3662,2,2,30,1,1,2,4,0,28.740108855762188,77.00060159256076,467.64
2455,2,1,7,1,0,4,10,2,21.351387944427955,72.94179207137199,206.14
3633,2,1,9,1,0,3,17,2,17.496985990560862,78.3124031940425,321.44
1115,2,1,29,0,1,3,16,1,19.375700404525812,73.14759808427786,355.65
1832,3,3,12,1,1,1,15,1,19.024765764485963,73.14934902660454,474.39
2373,2,1,18,1,1,1,14,0,21.054173781850878,72.53620644581497,173.74
2562,5,5,9,1,0,1,15,0,12.96811343094951,77.40006526246235,463.14
3557,3,3,7,0,0,3,16,2,17.37512571198389,78.41677377329077,356.86
1432,2,2,33,1,0,4,17,1,28.66889192294367,77.03913807063849,336.46
2096,1,1,17,1,1,3,10,1,13.172080733640485,80.17304671017658,218.17
1710,3,3,23,1,1,3,3,0,17.152274327871073,78.415580415705,257.62
740,2,2,31,1,1,4,15,2,17.16322020790343,78.7012088323123,172.36
1693,3,2,15,1,1,4,16,0,12.991773164003808,80.45208408727278,285.64
416,3,1,11,1,0,4,13,1,17.319630757075853,78.46394839715394,188.58
3720,2,2,14,0,1,1,4,1,17.410450687136798,78.63089274755343,285.81
1335,2,1,19,0,1,4,13,2,12.724526678692095,77.54382194455495,291.46
2599,2,2,11,1,0,1,8,1,18.59367300546922,73.75083537350386,277.52
1302,3,2,11,1,0,1,10,1,28.851762640472614,76.96589755261711,311.67
807,3,3,15,0,1,5,9,0,26.82420994274823,75.63982371260914,152.75
1430,4,1,19,0,1,4,10,0,27.09229818362461,76.00801498689825,197.97
1397,2,2,22,0,0,2,1,0,13.013249270517063,80.39310950268427,203.48
3535,2,2,30,1,0,3,19,1,21.188196539295426,72.65781196712851,226.85
3618,2,2,23,1,1,4,14,1,12.915809681775551,80.0189737452198,356.74
2890,3,3,29,1,1,2,12,1,21.278607361318123,72.67348250349451,226.89
1603,3,3,18,1,1,3,19,2,28.785473643579618,77.26552809350726,364.9
1659,2,2,15,0,1,3,6,1,23.178256882227224,72.63501201476265,156.12
3263,3,3,11,1,1,1,7,1,28.579714102683027,77.39476976885864,477.57
3297,2,1,33,1,1,4,15,2,17.559776946269356,78.38625815603228,304.21
3203,2,1,6,1,0,3,9,0,13.157967283281568,80.43317364414443,324.73
3934,4,1,8,1,1,3,3,2,23.24477996033149,72.6307098084096,324.2
3210,2,1,27,1,1,4,11,0,26.777582944989494,75.70837572962431,216.7
3742,3,3,22,1,1,4,17,0,19.33356764589925,73.05892579857884,695.74
2432,2,2,4,0,0,4,10,0,18.972037499547564,72.7083476138079,516.79
1800,2,2,15,0,1,1,17,0,13.167520556220362,77.76206762906997,281.95
1292,3,3,18,0,1,3,1,0,18.66024812489173,73.66595063683445,239.75
1954,4,4,19,1,1,3,13,1,20.907154762862223,72.77780875379028,233.65
3931,3,3,1,1,0,4,9,0,28.706911233676298,76.94000556763152,565.82
748,3,1,4,1,1,3,1,0,19.27081596126448,72.64850545663856,371.82
788,2,1,12,1,0,5,11,1,12.928831715734324,77.54018945262277,261.35
3830,2,2,17,0,0,1,0,2,13.213727446796925,77.48726308750123,419.64
1229,3,3,26,0,0,5,8,2,13.198148833444654,77.74137297987811,313.04
1006,2,1,34,1,1,2,11,1,23.16754818374094,72.6656605799134,138.75
1287,2,2,15,1,1,4,10,2,19.05980941267135,72.90533547398486,411.09
3735,4,3,21,1,1,3,13,1,12.724459513448526,77.86930473636495,540.58
3588,2,2,5,1,1,5,2,0,13.100440045895452,77.83038790326161,468.74
1756,3,3,9,1,0,4,12,1,17.300534078034964,78.38471742604041,260.05
2725,4,3,18,0,1,3,19,0,17.63310297344738,78.45803845471403,336.38
3391,2,2,26,0,0,4,13,0,17.206062805115597,78.52313193223674,300.87
3991,2,1,21,1,1,5,7,2,18.251228922893077,74.15183366562087,403.87
2039,3,3,1,1,0,3,18,0,28.692479177334334,77.3300627265435,420.09
2698,3,2,28,1,1,1,2,0,18.328324706465573,73.84869638471072,314.49
3353,3,1,23,1,0,3,18,0,21.240066240795784,72.56803753109766,254.86
2954,3,1,21,1,0,3,8,1,22.936994983351255,72.47947270357781,244.19
3932,5,3,26,1,0,4,19,0,22.940778368486658,72.73489149418927,360.36
3984,3,3,18,1,1,4,18,1,23.157680511047705,72.60234551201597,303.98
2410,2,2,17,1,1,5,9,2,22.817450302075443,88.5352857713108,236.26
1694,3,1,7,0,1,5,17,1,28.527094088775367,77.3669944310426,397.72
671,3,2,31,1,1,3,13,0,28.804300437817414,77.22758626926725,281.22
602,2,1,23,0,1,5,8,1,17.12114309986679,78.76109533595464,167.09
816,4,4,14,1,1,1,10,0,23.271466527625556,72.8171816170879,168.15
3337,2,2,12,1,0,3,19,1,26.658418164100503,75.984561396271,229.44
2365,3,2,18,1,1,1,18,1,20.95705982030299,72.88612020150426,202.28
2173,3,1,19,1,1,3,10,1,13.257003635861638,77.32105432282779,373.35
3373,2,2,14,1,1,3,4,1,21.009201550280427,72.73588593302459,238.29
1369,2,2,3,1,1,4,1,0,23.270042364247168,72.5204892076766,163.33
2831,3,3,5,1,1,1,0,1,28.529910827036172,77.37368768552717,444.84
1272,4,4,27,0,1,2,18,1,22.861998419630538,88.54794736463754,221.0
3817,2,2,20,1,0,3,18,0,22.27677004973204,88.08258081179684,277.1
2621,2,1,21,0,1,5,12,1,28.473694086956886,76.87684684480826,431.09
2540,2,2,18,1,0,4,10,2,28.940917794679024,77.04767303292984,418.84
3901,4,4,11,0,0,4,3,1,18.297093362020718,74.08902616583494,462.27
2744,2,2,26,1,1,3,11,1,12.936788738999622,80.4102971289377,292.72
3287,2,1,3,0,0,2,6,0,18.924963089477647,73.12107462029977,566.56
2351,1,1,34,1,1,1,19,0,28.768622764480625,77.24920426503006,315.28
1365,3,3,20,0,1,4,4,0,26.973209788308647,75.50780416106846,171.86
730,2,2,31,0,1,2,12,0,13.055617603879444,77.56603240846262,199.97
2896,1,1,14,1,0,2,2,1,18.824620716615478,73.11435126947934,469.79
1853,4,4,6,1,0,2,19,2,13.144074522151206,77.81632299337028,389.45
3101,3,1,14,1,1,4,12,1,13.164201286695125,77.69056040528017,454.82
316,3,3,14,1,0,3,15,2,21.02440498222448,72.97683675466254,145.95
3391,4,2,9,1,1,2,5,1,23.156614398132657,72.54612981493761,300.84
2266,2,1,1,0,1,2,0,1,13.153658726226697,80.50688520990165,266.44
2818,4,2,11,1,1,5,10,2,21.054218217937315,72.58220925443327,282.71
2628,2,2,17,1,0,1,1,1,18.250920324188808,73.96741156356615,270.57
1566,3,3,32,1,1,5,7,1,18.81364161519375,72.82123901860436,526.39
3968,2,2,24,0,1,2,5,1,26.96310009347181,75.52870385647991,233.35
982,4,4,26,1,1,2,4,1,22.92539202684111,72.30685533768649,183.5
2198,3,3,11,1,1,4,0,1,13.224526720379286,79.99646471208189,307.62
1148,3,2,21,0,1,4,1,0,26.634281693307315,75.73378879086586,163.23
3740,3,3,34,1,0,4,2,1,22.768305485391846,88.61309905141748,291.48
2169,5,4,7,1,1,5,13,1,13.322273474167398,80.54206329482199,407.4
498,4,4,31,1,1,2,4,2,22.32341508635435,88.47422997362764,175.46
1516,3,1,18,0,0,1,5,2,19.32721706425622,73.06060821880223,434.85
2126,3,3,19,1,0,3,12,1,12.84339000758503,77.75803004155529,390.88
3885,3,3,3,1,1,2,9,1,18.299137289816585,73.9445231267177,414.96
950,3,2,11,0,0,4,7,1,17.319277150999067,78.51950723933606,217.2
1853,5,4,3,1,0,1,15,1,23.13994535217296,72.44226785726698,244.88
2698,3,3,23,1,1,2,7,2,13.299790214373328,80.56171245485454,341.69
320,2,2,10,1,0,4,2,1,19.17362785085077,72.60995879225477,307.31
1018,2,2,7,0,0,4,11,1,12.971101407020102,77.64114605919575,263.75
2529,3,3,15,1,0,1,16,0,17.30981556456069,78.56020537412707,275.58
386,3,1,18,1,1,2,4,2,18.280473143691143,73.64448614917873,180.52
3215,2,1,19,1,1,2,14,2,27.117341074182985,75.92074674224816,218.62
2860,2,2,12,1,1,5,2,1,17.09004368028498,78.28696042320534,305.83
3824,2,2,25,1,0,2,18,0,26.699234056924226,75.86258597227136,232.89
1740,3,3,28,1,0,2,13,1,18.837579004756968,72.84986800556855,476.6
1405,3,3,33,0,1,5,8,0,17.09455350990832,78.2177270753295,232.24
2250,2,1,29,1,1,3,14,2,12.79611119602228,80.44248407511593,265.87
2117,2,1,21,0,1,5,15,0,13.003777044514171,77.85231028145712,361.64
2423,2,1,26,1,1,5,6,0,13.165054076954368,77.36830217053885,363.08
2201,3,3,25,1,1,2,15,0,23.00839978256634,72.52125983486411,206.37
692,3,2,14,1,0,5,9,2,28.408760245258783,77.10584574540519,344.88
590,2,2,20,0,1,2,12,2,13.025093020202716,80.21868551293888,181.82
761,2,2,16,1,1,5,14,1,23.011075723945407,72.78749244574475,155.88
1488,2,2,2,1,0,3,5,1,12.83391944269198,77.46385635935431,273.72
1109,1,1,7,0,1,4,4,2,13.236400772762225,80.4642135495039,196.8
1481,1,1,7,0,1,2,10,2,19.019578297317224,72.71058763867691,328.48
2869,4,4,18,0,1,2,3,0,26.78125652258664,76.06538651526397,241.18
3923,3,3,15,1,1,3,12,2,22.303628236034093,88.17797600317269,315.63
448,4,3,16,1,0,1,4,2,12.701250461310641,77.33714352230392,281.83
1295,2,1,21,0,0,5,17,2,28.494347833985348,77.02393084141345,336.03
939,3,3,24,0,1,4,8,1,28.795191648710624,77.20565871979973,321.69
3725,2,2,28,1,0,1,19,1,19.13761947230172,73.05905944882117,599.68
2529,2,1,17,1,1,4,6,1,28.885880695533473,77.09326470745235,401.69
2077,3,2,18,1,1,3,17,1,22.514109644688137,88.52468796386174,230.09
3818,2,1,13,0,0,1,11,1,18.747413831163612,73.85917452413919,357.77
3370,2,2,32,1,0,1,17,1,12.842801833287943,80.07611048122962,302.4
1044,3,3,30,1,1,1,13,1,21.452296302520708,72.68170798382285,156.91
2955,1,1,1,1,0,1,10,0,22.499152039207473,88.43290118919916,191.89
1351,3,3,16,1,1,5,7,0,28.97070695685187,76.87923866701286,373.0
3721,3,1,25,0,1,5,6,2,20.955269675552227,72.80552552983832,295.13
499,3,3,22,0,1,4,15,2,18.441352658390656,73.58892483873122,230.68
335,2,1,21,1,0,3,13,2,18.315172395759912,73.93971897458464,167.05
3603,3,3,27,1,1,3,17,0,23.235361126861665,72.83048724384786,280.09
1105,2,1,34,0,0,3,1,1,18.534056461485232,73.9797443843699,193.92
1507,2,2,22,0,0,2,11,0,28.742783904136445,76.80320640007021,288.23
3503,3,2,17,1,1,4,7,1,19.03116411485844,72.92026459477475,695.14
3060,3,3,11,1,0,5,4,0,22.82493184879564,72.43498242962072,269.32
3105,2,2,32,1,1,4,15,0,22.31557391945998,88.17176708671921,249.95
1610,3,3,24,1,1,2,18,0,12.912652670224368,77.81299473089197,308.08
2262,4,3,2,1,0,4,7,0,21.271684956885316,72.74205335893092,251.25
1270,2,2,30,0,0,4,3,1,27.172290356131455,75.84095243076693,136.29
1570,4,2,27,1,1,2,6,0,26.9095961641304,75.89057520452184,197.4
3658,5,5,25,1,1,2,0,1,27.143919527298944,76.03852373605022,299.98
1453,2,2,25,1,0,5,8,1,17.505768065674662,78.62230757021499,221.18
2607,3,1,18,0,1,4,14,2,22.351095748029024,88.06516186333047,264.57
563,3,3,21,1,1,3,14,1,27.042923284385335,75.89522240404524,139.38
1246,5,4,23,1,1,1,10,0,17.520768160997555,78.30366740598929,264.29
2224,5,1,25,0,1,4,11,0,23.004101160617473,72.31259900354475,279.07
3191,2,2,15,1,1,1,3,1,27.16314151237198,76.00050595837416,198.89
588,5,5,31,1,1,1,19,1,19.21087504141869,72.84347997051124,472.91
885,3,3,1,1,0,3,6,1,12.714866492100318,77.41487274427047,292.34
451,1,1,6,1,0,3,4,1,17.300567479359955,78.30173589320749,117.2
964,3,3,4,1,0,2,2,0,28.980567922979194,77.30852059448047,284.16
469,2,2,20,0,1,1,0,0,12.912179636871535,77.45903319416941,165.84
2549,3,1,34,0,1,1,0,2,27.07692665754274,75.8613855545823,197.75
3988,4,3,27,0,0,3,12,2,17.41769040630841,78.27392935725364,397.45
3683,3,2,15,0,1,4,12,2,19.084912227332577,73.02212819961744,705.29
3754,3,2,20,1,0,5,5,2,18.755342276791964,73.7630422412423,438.91
2359,1,1,15,0,0,3,10,1,19.02949602919322,73.11614720998396,437.98
1471,4,4,11,0,1,1,19,1,23.164479617269556,72.67390181714487,200.87
2757,2,2,11,0,0,1,13,2,19.256982975975195,73.08298266330591,494.27
